priority,complexity,task_type,assignee_load,project_velocity,team_size,days_in_backlog,inventory_blocked,inventory_delay_days,num_dependencies,dependency_delay,day_of_week,sprint_day,team_type,actual_days_to_complete
3,3.0,0,9.0,15.94,8,4,0,0.0,0,0.0,1,0,structured,3.6
1,3.0,3,2.0,9.25,8,2,0,0.0,3,6.52,4,8,structured,16.5
3,5.0,3,1.0,11.35,10,1,0,0.0,2,2.28,4,7,chaotic,7.5
2,5.0,1,8.0,4.88,7,12,0,0.0,0,0.0,0,5,structured,8.2
3,5.0,0,6.0,3.22,4,4,0,0.0,2,1.41,1,1,chaotic,7.3
1,3.0,1,9.0,5.73,12,5,0,0.0,5,11.88,2,6,structured,20.7
1,3.0,1,10.0,18.24,11,0,0,0.0,0,0.0,0,9,structured,5.0
3,8.0,2,2.0,23.93,11,2,0,0.0,4,3.57,1,6,structured,6.2
1,3.0,1,11.0,10.96,15,0,0,0.0,5,10.77,3,9,structured,33.8
1,2.0,2,8.0,4.76,14,8,0,0.0,3,4.39,2,9,structured,10.8
1,3.0,1,5.0,1.69,11,12,0,0.0,0,0.0,3,3,structured,5.9
1,3.0,2,8.0,27.88,8,19,0,0.0,5,6.95,2,9,chaotic,11.5
0,2.0,1,14.0,5.13,2,1,0,0.0,1,1.86,0,0,structured,7.6
3,5.0,1,6.0,15.19,5,0,0,0.0,4,4.48,4,7,chaotic,11.6
3,8.0,1,12.0,19.37,6,1,0,0.0,2,1.54,1,2,chaotic,33.74911874225115
3,13.0,1,14.0,18.99,6,40,0,0.0,5,5.27,1,2,chaotic,45.2
1,2.0,2,13.0,5.31,15,7,0,0.0,4,3.4,4,8,structured,13.4
1,3.0,1,6.0,5.25,2,4,0,0.0,2,3.33,1,9,structured,14.6
1,2.0,3,10.0,25.55,11,13,0,0.0,3,3.67,2,3,structured,17.7
1,3.0,1,9.0,4.67,8,4,0,0.0,0,0.0,2,2,structured,8.2
0,5.0,1,6.0,17.26,6,2,0,0.0,2,4.1,2,4,chaotic,18.3
2,8.0,0,10.0,26.88,12,24,0,0.0,5,11.47,3,4,structured,21.8
3,8.0,0,14.0,20.41,10,23,1,27.0,2,2.23,0,6,chaotic,36.1
2,8.0,2,0.0,12.51,13,9,0,0.0,1,1.94,2,5,structured,5.3
1,2.0,0,14.0,7.92,4,2,0,0.0,5,6.08,0,2,structured,22.9
1,13.0,1,5.0,5.05,5,6,0,0.0,4,11.5,2,6,chaotic,42.1
0,8.0,0,8.0,15.29,14,8,0,0.0,2,2.43,3,6,structured,9.6
1,2.0,2,1.0,7.18,14,1,0,0.0,0,0.0,2,7,structured,2.0
2,1.0,3,14.0,4.51,7,0,0,0.0,1,1.56,1,4,structured,5.3
1,2.0,2,7.0,26.02,7,16,0,0.0,2,3.21,1,5,structured,6.3
2,8.0,1,14.0,21.06,4,0,0,0.0,1,1.0,3,9,chaotic,13.1
2,13.0,1,6.0,5.74,3,6,0,0.0,1,0.88,4,5,structured,24.7
1,5.0,0,11.0,21.0,3,2,0,0.0,5,9.34,0,9,structured,22.1
0,2.0,3,9.0,6.34,2,3,0,0.0,4,11.3,1,4,structured,17.8
0,1.0,0,3.0,25.33,2,4,0,0.0,1,0.97,0,5,chaotic,3.0
1,3.0,3,3.0,26.62,7,30,0,0.0,3,5.93,4,0,structured,23.1
2,5.0,2,8.0,27.46,11,11,0,0.0,3,2.59,2,4,chaotic,6.4
2,2.0,2,7.0,16.61,11,25,0,0.0,5,6.15,3,1,structured,7.4
3,3.0,2,9.0,9.1,11,4,1,12.0,4,3.16,1,0,structured,23.0
2,3.0,1,12.0,15.6,11,8,0,0.0,4,11.34,2,3,structured,26.9
1,2.0,0,12.0,2.18,11,0,0,0.0,0,0.0,4,3,chaotic,5.7
1,5.0,1,0.0,7.19,7,8,0,0.0,2,3.98,0,3,structured,14.0
1,2.0,0,7.0,7.02,6,22,0,0.0,0,0.0,0,7,chaotic,5.4
1,2.0,2,2.0,7.47,7,1,1,26.0,4,3.22,4,0,structured,36.6
3,5.0,1,8.0,3.66,13,2,0,0.0,5,9.76,3,7,structured,14.2
1,8.0,2,8.0,18.82,9,2,0,0.0,4,11.18,4,4,structured,19.9
1,5.0,2,15.0,24.37,13,5,0,0.0,4,9.7,4,1,chaotic,22.5
1,3.0,0,6.0,14.75,6,4,0,0.0,0,0.0,3,1,chaotic,6.2
1,3.0,0,7.0,11.54,10,7,0,0.0,5,11.6,1,9,structured,12.8
3,8.0,1,8.0,16.06,11,8,0,0.0,4,5.69,1,3,structured,12.2
0,3.0,0,2.0,14.97,10,35,1,3.0,3,4.35,3,1,structured,83.9
0,2.0,1,0.0,2.28,3,8,0,0.0,2,1.23,0,3,structured,8.3
1,3.0,2,11.0,25.63,4,0,1,14.0,1,1.52,3,8,chaotic,14.7
2,5.0,2,4.0,25.18,10,0,0,0.0,5,7.21,3,3,structured,10.3
2,5.0,1,5.0,23.45,14,6,0,0.0,3,4.35,1,4,structured,12.8
2,3.0,2,15.0,15.15,8,76,0,0.0,5,5.07,2,8,structured,22.6
1,2.0,1,3.0,5.27,3,3,1,9.0,4,10.99,3,2,structured,22.3
0,2.0,3,14.0,3.86,14,3,0,0.0,5,6.16,0,9,structured,115.7
3,5.0,2,10.0,14.15,13,1,0,0.0,3,4.87,4,7,structured,9.9
1,2.0,2,4.0,7.72,13,3,0,0.0,2,2.57,2,0,structured,5.8
0,1.0,0,15.0,19.87,7,1,0,0.0,2,1.98,1,8,chaotic,7.0
2,3.0,2,9.0,3.94,11,15,0,0.0,0,0.0,1,6,structured,4.2
0,3.0,1,5.0,3.09,3,11,0,0.0,3,3.69,0,9,structured,13.1
0,3.0,1,7.0,4.58,2,1,0,0.0,2,2.4,1,5,structured,12.9
2,3.0,1,8.0,20.7,2,0,0,0.0,1,1.74,4,7,structured,7.0
1,1.0,1,13.0,19.03,7,0,0,0.0,4,6.82,4,4,structured,22.2
1,1.0,0,7.0,24.27,15,0,0,0.0,2,3.33,0,9,structured,36.70564563289944
1,2.0,0,0.0,7.36,2,32,0,0.0,0,0.0,0,0,structured,2.4
2,3.0,2,11.0,1.0,9,1,0,0.0,2,2.54,0,3,chaotic,7.1
0,3.0,1,12.0,24.19,12,1,1,26.0,1,1.18,3,1,structured,31.2
1,3.0,3,6.0,19.41,8,1,0,0.0,4,6.02,1,9,chaotic,10.6
2,3.0,2,14.0,20.61,2,1,0,0.0,1,0.63,2,9,structured,7.6
2,8.0,1,6.0,20.98,14,2,0,0.0,3,6.35,3,4,structured,13.0
3,1.0,2,4.0,13.49,14,5,0,0.0,5,8.56,4,7,chaotic,8.9
1,2.0,1,11.0,3.81,8,1,0,0.0,2,1.43,4,1,chaotic,9.9
0,3.0,0,2.0,4.53,13,6,0,0.0,4,11.73,4,4,structured,22.8
2,3.0,3,15.0,9.06,13,8,1,11.0,5,9.49,2,9,structured,46.8
2,3.0,3,10.0,5.03,11,17,0,0.0,0,0.0,1,1,structured,24.7
1,3.0,0,5.0,7.04,13,11,1,21.0,1,1.04,3,1,structured,23.2
2,2.0,2,1.0,4.04,11,4,0,0.0,3,6.7,4,9,structured,10.9
1,2.0,0,9.0,6.29,12,19,0,0.0,4,5.45,1,0,chaotic,8.8
2,13.0,3,9.0,14.28,3,8,0,0.0,0,0.0,1,5,structured,63.3
2,13.0,1,12.0,7.16,3,15,1,8.0,0,0.0,3,3,chaotic,24.5
1,5.0,0,4.0,10.97,4,2,0,0.0,3,5.97,3,9,structured,13.1
3,3.0,2,3.0,22.15,15,0,0,0.0,2,3.07,1,5,structured,4.4
3,8.0,1,6.0,6.36,7,7,0,0.0,0,0.0,0,9,structured,12.082926276328275
1,2.0,0,13.0,5.49,10,2,1,7.0,1,0.95,4,3,structured,7.7
1,2.0,2,14.0,5.56,10,8,1,18.0,5,11.8,3,5,chaotic,52.5
2,8.0,2,5.0,4.07,7,14,0,0.0,2,1.36,1,5,chaotic,12.1
0,8.0,1,8.0,3.94,11,9,0,0.0,2,2.31,0,5,structured,22.1
1,2.0,2,1.0,12.75,12,2,0,0.0,2,1.39,3,5,structured,4.5
1,2.0,0,8.0,2.6,15,23,0,0.0,3,3.43,0,1,structured,7.1
3,3.0,1,8.0,13.47,3,3,0,0.0,2,4.33,1,7,structured,5.7
1,2.0,1,11.0,20.74,7,3,0,0.0,1,1.06,1,4,chaotic,6.6
2,2.0,0,0.0,6.14,4,6,0,0.0,0,0.0,2,9,structured,1.1
1,5.0,1,6.0,6.17,9,9,0,0.0,5,15.93,3,4,structured,22.4
1,1.0,3,12.0,7.54,11,0,1,9.0,1,1.16,3,6,chaotic,9.4
3,8.0,2,7.0,4.33,4,6,1,4.0,5,6.3,4,1,structured,49.772938538500256
0,2.0,1,10.0,16.68,10,5,0,0.0,1,1.04,1,2,chaotic,6.0
0,2.0,1,5.0,10.32,2,10,0,0.0,4,3.4,1,9,chaotic,9.0
1,2.0,2,12.0,5.54,9,40,0,0.0,2,2.76,1,0,structured,5.8
2,5.0,2,8.0,7.79,15,23,0,0.0,1,1.04,3,7,chaotic,8.5
1,3.0,0,12.0,4.85,11,14,0,0.0,2,4.62,1,6,structured,11.4
0,3.0,1,15.0,17.39,12,16,0,0.0,4,8.89,3,0,structured,20.0
1,3.0,0,6.0,9.84,15,24,0,0.0,1,1.44,2,3,structured,12.2
1,2.0,0,3.0,19.05,9,2,0,0.0,5,15.57,3,0,structured,24.4
0,3.0,0,14.0,20.04,3,2,0,0.0,3,2.98,0,3,structured,7.8
2,13.0,1,10.0,17.09,10,8,1,8.0,1,1.29,3,1,chaotic,28.9
1,3.0,2,14.0,18.43,6,4,0,0.0,2,3.62,4,3,structured,8.9
1,5.0,3,6.0,6.13,15,1,0,0.0,4,7.32,3,9,structured,9.2
2,13.0,1,5.0,18.33,6,3,0,0.0,1,0.79,1,4,structured,81.2
2,8.0,1,1.0,17.46,9,0,1,29.0,4,5.46,2,2,structured,41.7
1,3.0,0,8.0,11.94,15,3,0,0.0,0,0.0,2,4,chaotic,3.7
1,3.0,0,13.0,20.64,12,10,0,0.0,4,5.36,0,8,chaotic,14.1
1,2.0,0,13.0,15.53,4,13,0,0.0,0,0.0,1,6,chaotic,5.0
3,5.0,3,4.0,19.15,14,9,0,0.0,4,10.67,0,0,structured,37.0
1,13.0,0,7.0,5.13,7,7,1,0.0,0,0.0,1,7,chaotic,23.0
1,2.0,2,7.0,19.64,11,0,0,0.0,4,11.62,3,0,structured,11.3
1,5.0,1,1.0,5.25,14,9,0,0.0,0,0.0,4,4,structured,69.53709993375784
1,3.0,1,0.0,3.08,15,18,0,0.0,3,3.79,2,9,structured,9.6
1,1.0,2,5.0,6.61,11,24,0,0.0,0,0.0,3,0,structured,4.6
0,3.0,3,8.0,24.98,12,2,0,0.0,0,0.0,4,8,chaotic,11.4
2,8.0,0,15.0,22.17,2,7,1,18.0,2,1.42,2,4,structured,28.7
2,5.0,3,13.0,19.37,15,10,1,18.0,5,10.24,2,8,structured,48.1
2,3.0,0,11.0,13.06,15,19,0,0.0,3,6.93,3,8,structured,12.0
2,5.0,2,15.0,17.19,5,4,0,0.0,1,1.2,0,7,structured,7.1
1,8.0,0,12.0,15.89,2,12,0,0.0,2,2.77,2,9,chaotic,11.5
3,5.0,1,8.0,6.27,15,7,0,0.0,0,0.0,2,7,structured,27.677343811045343
2,3.0,2,14.0,10.77,9,23,0,0.0,5,5.36,1,9,structured,13.3
2,3.0,2,14.0,4.53,4,26,0,0.0,4,3.71,2,2,chaotic,14.1
2,5.0,2,3.0,4.89,5,0,1,7.0,5,4.18,1,7,structured,18.3
1,3.0,0,4.0,22.29,11,13,0,0.0,1,1.12,3,6,chaotic,7.9
1,1.0,2,15.0,5.99,10,1,1,13.0,1,1.19,2,7,structured,20.6
1,2.0,1,0.0,29.63,10,34,1,17.0,0,0.0,1,0,structured,27.4
0,5.0,0,8.0,16.75,5,4,1,8.0,5,15.12,3,5,structured,24.3
1,3.0,0,6.0,15.4,12,11,0,0.0,3,4.47,3,5,structured,10.5
0,3.0,0,11.0,18.6,13,10,0,0.0,3,8.15,0,3,chaotic,12.5
0,3.0,0,15.0,20.8,2,30,0,0.0,3,3.08,3,4,structured,9.8
3,13.0,1,5.0,17.55,9,7,0,0.0,4,5.19,1,8,structured,14.4
2,5.0,0,3.0,12.08,11,7,0,0.0,5,10.36,0,2,chaotic,18.1
2,5.0,1,5.0,20.79,6,11,0,0.0,4,6.42,0,1,structured,13.4
1,3.0,0,11.0,18.0,11,2,1,12.0,1,1.3,1,3,chaotic,19.1
2,8.0,2,5.0,12.96,14,17,0,0.0,2,1.25,3,7,structured,7.4
3,2.0,0,10.0,9.88,14,0,0,0.0,5,12.26,2,8,chaotic,32.16577014358709
2,5.0,1,5.0,30.34,12,3,0,0.0,2,2.25,1,5,structured,8.1
2,5.0,1,11.0,22.16,11,31,0,0.0,4,5.83,4,6,structured,33.3
1,5.0,3,1.0,5.73,8,4,0,0.0,4,11.33,1,5,chaotic,18.1
1,3.0,3,5.0,4.78,3,0,0,0.0,5,14.83,4,2,structured,26.7
2,3.0,1,4.0,21.45,8,4,0,0.0,4,6.73,2,3,structured,11.1
3,8.0,3,9.0,12.74,12,45,0,0.0,3,4.44,2,6,structured,10.8
1,2.0,1,10.0,19.0,8,1,0,0.0,2,4.15,2,5,structured,7.9
1,3.0,3,11.0,2.18,14,4,0,0.0,0,0.0,1,8,structured,12.3
1,3.0,0,14.0,6.32,9,21,0,0.0,1,0.71,2,7,structured,7.7
1,2.0,0,12.0,17.48,2,4,0,0.0,2,2.71,2,4,structured,8.3
3,5.0,0,0.0,15.94,14,38,0,0.0,4,7.56,0,4,structured,7.2
2,5.0,2,10.0,14.18,8,17,0,0.0,5,9.8,4,4,chaotic,16.6
1,5.0,0,0.0,5.91,3,2,0,0.0,4,3.97,4,8,structured,11.2
1,2.0,0,6.0,9.47,11,21,0,0.0,1,1.45,2,1,structured,5.8
1,1.0,1,9.0,23.31,7,12,0,0.0,4,8.82,2,0,structured,12.2
0,2.0,3,5.0,25.81,12,3,0,0.0,5,13.58,2,9,structured,15.1
2,3.0,1,11.0,1.0,12,3,0,0.0,2,3.46,2,8,structured,7.2
2,5.0,2,12.0,23.55,15,11,0,0.0,1,0.57,2,8,chaotic,5.3
2,3.0,0,9.0,17.84,15,0,0,0.0,1,0.87,1,8,structured,2.8
1,8.0,3,8.0,17.95,12,0,0,0.0,0,0.0,0,3,chaotic,14.2
2,3.0,0,15.0,11.52,4,8,1,11.0,3,4.68,0,9,structured,29.7
2,3.0,0,8.0,15.21,13,7,0,0.0,5,11.48,0,2,structured,17.7
1,2.0,1,3.0,3.53,2,13,0,0.0,1,0.61,3,4,structured,4.8
2,3.0,0,8.0,13.12,8,7,0,0.0,0,0.0,2,1,chaotic,8.8
2,8.0,1,7.0,14.29,13,13,0,0.0,1,0.83,2,4,structured,14.5
2,2.0,1,0.0,15.46,14,1,0,0.0,0,0.0,3,5,structured,2.0
1,3.0,0,14.0,5.0,15,3,0,0.0,4,4.15,1,3,chaotic,16.5
1,3.0,0,12.0,19.64,3,3,0,0.0,0,0.0,1,8,chaotic,4.7
1,5.0,0,9.0,21.18,12,3,0,0.0,1,1.77,2,0,structured,7.5
0,8.0,0,8.0,9.63,3,16,0,0.0,4,9.46,2,1,chaotic,65.4
1,5.0,3,9.0,22.71,9,17,0,0.0,4,7.08,3,8,structured,37.9
2,3.0,1,5.0,2.17,6,9,0,0.0,0,0.0,4,5,chaotic,11.2
1,2.0,0,14.0,6.36,5,3,0,0.0,2,1.29,2,2,structured,5.7
1,8.0,0,8.0,13.78,12,31,0,0.0,1,1.72,0,7,structured,9.8
3,5.0,2,5.0,8.58,15,1,0,0.0,1,0.98,2,1,structured,4.9
2,3.0,2,10.0,10.0,6,4,1,19.0,1,0.87,0,8,structured,35.3
1,8.0,3,8.0,18.93,12,4,1,18.0,2,2.41,4,7,structured,37.4
2,8.0,0,5.0,5.62,12,0,1,15.0,4,4.85,2,2,chaotic,29.4
1,3.0,1,2.0,17.49,11,22,0,0.0,2,4.25,2,1,structured,8.3
1,5.0,0,1.0,7.06,6,0,0,0.0,1,0.59,2,2,chaotic,6.5
2,2.0,2,13.0,15.81,14,1,0,0.0,1,1.21,1,7,structured,18.2
1,5.0,1,6.0,6.83,11,26,0,0.0,5,12.03,1,5,chaotic,27.5
1,8.0,1,13.0,22.01,14,15,0,0.0,1,0.58,1,8,chaotic,14.1
0,1.0,0,8.0,12.89,5,23,0,0.0,4,7.81,2,7,structured,11.4
2,3.0,2,3.0,15.55,3,7,0,0.0,1,1.11,2,2,structured,4.0
0,5.0,0,3.0,3.91,11,29,0,0.0,4,9.63,1,3,structured,21.5
2,3.0,2,8.0,1.68,2,10,0,0.0,4,11.08,0,1,structured,14.7
1,1.0,0,1.0,15.28,4,6,0,0.0,1,0.55,0,7,chaotic,3.3
2,3.0,2,9.0,5.78,5,3,0,0.0,4,5.47,0,3,chaotic,12.2
1,2.0,0,7.0,19.4,4,18,1,23.0,1,1.47,0,2,chaotic,43.9
1,2.0,1,2.0,6.3,14,2,0,0.0,2,4.76,2,1,chaotic,8.2
2,8.0,2,8.0,17.88,14,20,0,0.0,2,4.75,1,8,chaotic,9.1
2,8.0,1,13.0,6.12,9,2,0,0.0,1,1.99,2,5,chaotic,18.3
1,3.0,0,14.0,13.06,11,17,0,0.0,3,7.4,1,0,chaotic,13.6
1,1.0,1,6.0,6.43,11,35,0,0.0,3,2.82,4,8,chaotic,6.8
1,2.0,0,1.0,14.14,14,5,0,0.0,5,13.9,0,7,structured,19.3
1,2.0,1,13.0,22.93,6,6,0,0.0,3,3.12,0,5,chaotic,11.9
2,8.0,0,8.0,18.39,11,0,0,0.0,2,3.11,2,8,structured,11.7
1,8.0,0,12.0,4.15,7,12,1,29.0,3,5.67,3,2,structured,43.7
2,5.0,0,0.0,11.8,9,2,0,0.0,2,3.54,1,2,structured,5.4
1,13.0,0,4.0,7.14,6,0,0,0.0,4,4.17,3,5,structured,14.6
1,3.0,0,4.0,22.39,12,9,0,0.0,3,6.85,0,3,structured,7.8
1,2.0,2,11.0,4.41,15,5,0,0.0,2,1.49,4,0,chaotic,6.0
1,5.0,0,10.0,18.77,15,15,0,0.0,3,8.08,2,6,structured,14.8
1,2.0,3,11.0,20.94,7,15,1,6.0,3,5.31,4,3,structured,16.1
3,13.0,2,6.0,29.09,3,12,0,0.0,2,2.43,4,9,structured,6.6
1,2.0,1,4.0,19.96,13,3,0,0.0,3,3.32,4,9,structured,6.8
2,8.0,2,3.0,18.0,2,16,0,0.0,2,4.64,2,3,structured,14.8
1,2.0,1,4.0,17.22,4,2,0,0.0,1,1.57,0,8,structured,6.0
1,1.0,1,2.0,6.11,14,3,0,0.0,4,8.09,3,6,structured,8.7
0,2.0,1,13.0,21.84,6,7,0,0.0,0,0.0,1,7,structured,6.6
1,8.0,1,10.0,13.59,9,13,0,0.0,1,1.8,3,9,structured,12.3
2,5.0,0,10.0,4.68,4,2,0,0.0,1,1.21,4,6,structured,8.1
2,5.0,1,14.0,10.29,5,2,1,29.0,1,1.94,0,7,structured,41.2
2,1.0,0,11.0,1.91,6,6,0,0.0,2,2.08,4,7,structured,8.9
2,2.0,1,5.0,22.72,5,8,0,0.0,1,1.67,0,9,structured,4.3
1,1.0,1,8.0,22.03,11,0,0,0.0,1,1.45,4,6,structured,5.7
0,5.0,0,2.0,19.35,11,2,0,0.0,5,16.2,4,5,chaotic,21.6
2,3.0,0,8.0,19.97,3,5,0,0.0,5,14.43,2,5,structured,71.1
1,2.0,2,13.0,16.0,15,1,0,0.0,2,4.88,0,5,structured,10.3
0,3.0,0,11.0,2.42,9,11,1,11.0,2,3.79,4,0,chaotic,30.5
3,5.0,0,7.0,3.92,12,2,0,0.0,3,5.68,1,4,structured,10.1
3,5.0,1,5.0,18.34,2,18,0,0.0,0,0.0,2,0,structured,7.3
2,1.0,3,7.0,8.16,7,3,0,0.0,1,1.14,4,2,chaotic,5.4
1,2.0,1,4.0,4.41,15,5,1,25.0,5,12.76,1,2,structured,47.7
2,8.0,1,2.0,18.79,14,26,0,0.0,0,0.0,0,8,structured,7.4
1,2.0,2,6.0,5.14,2,8,0,0.0,5,7.33,4,5,structured,10.9
1,3.0,1,3.0,1.77,11,4,0,0.0,5,9.35,4,4,chaotic,16.8
1,1.0,2,11.0,7.47,12,6,0,0.0,1,1.77,1,2,structured,10.9
3,13.0,1,14.0,2.54,3,8,1,13.0,3,2.2,1,9,structured,28.7
3,13.0,2,3.0,21.51,14,32,0,0.0,4,4.59,4,4,structured,7.7
2,1.0,1,0.0,5.6,4,6,0,0.0,1,1.78,4,7,structured,4.6
1,2.0,0,13.0,6.26,15,1,0,0.0,4,7.67,1,5,chaotic,24.7
1,2.0,0,4.0,25.39,2,11,0,0.0,5,8.96,1,5,structured,12.1
1,5.0,0,4.0,7.46,11,2,0,0.0,2,1.37,3,7,structured,5.4
3,5.0,1,8.0,24.07,5,16,0,0.0,5,11.14,2,6,structured,28.0
1,3.0,3,13.0,17.41,10,0,0,0.0,3,6.28,2,5,chaotic,17.3
0,2.0,2,9.0,13.72,12,3,0,0.0,0,0.0,0,5,structured,3.3
2,2.0,2,2.0,15.81,9,4,0,0.0,5,12.07,2,6,chaotic,11.2
1,3.0,1,11.0,1.32,12,7,0,0.0,2,4.75,0,0,structured,13.5
2,5.0,3,11.0,20.54,12,9,0,0.0,2,3.26,4,4,structured,11.6
0,5.0,2,7.0,12.83,6,12,0,0.0,1,0.84,1,2,structured,4.4
2,8.0,0,8.0,24.02,14,31,0,0.0,2,4.08,3,9,structured,7.8
0,3.0,1,8.0,2.35,3,9,0,0.0,2,1.78,0,7,structured,10.1
0,3.0,1,10.0,19.14,9,0,0,0.0,4,4.84,4,7,structured,18.9
1,8.0,0,8.0,7.82,12,3,0,0.0,3,6.74,2,2,structured,17.5
1,5.0,0,15.0,11.39,12,21,0,0.0,5,14.62,2,4,chaotic,19.5
2,3.0,0,0.0,17.6,6,12,0,0.0,1,0.97,0,0,structured,5.6
0,13.0,0,0.0,17.87,15,3,0,0.0,5,10.77,0,1,structured,30.6
0,2.0,0,2.0,9.02,15,13,0,0.0,4,8.15,4,5,structured,10.6
2,3.0,3,2.0,5.0,3,16,0,0.0,3,6.72,4,7,structured,31.2
1,3.0,1,7.0,14.2,3,3,0,0.0,3,3.14,2,8,chaotic,7.3
2,3.0,2,1.0,22.19,10,22,0,0.0,3,2.59,4,4,structured,6.4
2,5.0,0,3.0,16.31,4,3,0,0.0,0,0.0,1,6,structured,3.2
0,2.0,3,8.0,15.66,2,8,0,0.0,3,8.02,1,2,structured,13.8
2,5.0,2,14.0,9.94,13,6,0,0.0,1,1.93,3,3,chaotic,7.4
1,3.0,3,12.0,5.3,8,5,0,0.0,0,0.0,4,6,structured,5.1
1,3.0,1,3.0,1.7,14,22,0,0.0,2,4.64,0,5,structured,16.4
0,3.0,1,0.0,23.47,12,30,1,0.0,5,6.95,2,3,structured,26.8
2,5.0,1,8.0,25.33,11,10,0,0.0,0,0.0,3,4,structured,5.9
2,3.0,1,12.0,24.59,7,26,0,0.0,0,0.0,1,7,structured,4.8
2,5.0,2,14.0,17.84,12,11,0,0.0,2,3.47,2,4,structured,10.3
3,2.0,0,6.0,15.58,3,19,0,0.0,0,0.0,0,2,structured,2.7
1,2.0,0,0.0,15.24,6,1,0,0.0,0,0.0,1,0,chaotic,7.2
3,5.0,2,15.0,27.84,13,6,1,26.0,0,0.0,4,4,structured,42.6
2,8.0,0,8.0,2.72,11,14,0,0.0,4,4.99,4,3,chaotic,14.0
3,5.0,2,6.0,4.65,5,13,0,0.0,4,3.18,4,3,chaotic,8.9
3,5.0,0,8.0,20.41,13,1,0,0.0,1,0.87,2,3,chaotic,26.404365917200266
3,8.0,1,8.0,4.61,9,1,0,0.0,1,1.1,1,8,chaotic,9.2
1,2.0,0,5.0,16.73,12,11,0,0.0,4,6.39,4,8,structured,13.6
2,8.0,1,8.0,4.72,4,1,0,0.0,2,1.41,0,4,chaotic,16.6
2,2.0,2,8.0,18.16,3,1,0,0.0,2,3.37,3,5,structured,6.1
2,5.0,2,15.0,15.73,15,4,0,0.0,1,0.92,1,2,structured,5.7
1,1.0,0,15.0,5.17,14,1,0,0.0,2,1.44,1,0,structured,13.0
3,5.0,1,10.0,8.62,7,3,0,0.0,5,8.91,4,8,chaotic,40.02832274670934
1,8.0,2,1.0,4.7,15,2,1,22.0,1,1.89,4,3,structured,35.3
1,3.0,0,5.0,20.97,13,9,1,3.0,5,15.17,4,9,structured,19.9
2,5.0,0,10.0,30.72,5,3,0,0.0,1,0.81,3,2,structured,7.6
1,3.0,1,12.0,20.59,7,23,1,6.0,2,1.91,2,3,structured,10.9
2,13.0,2,12.0,27.02,9,8,0,0.0,3,6.2,2,4,structured,11.1
0,2.0,1,7.0,14.43,6,3,0,0.0,4,11.14,4,8,structured,15.5
2,3.0,0,10.0,3.43,6,25,0,0.0,4,7.91,4,3,structured,63.2
2,13.0,3,4.0,3.21,5,14,0,0.0,1,1.38,1,4,structured,22.9
1,2.0,3,10.0,24.9,10,1,0,0.0,4,8.51,2,7,structured,28.1
2,5.0,1,7.0,8.21,7,24,0,0.0,3,6.18,2,7,structured,13.3
1,1.0,1,10.0,18.08,15,0,1,16.0,0,0.0,0,3,structured,19.5
2,3.0,3,13.0,1.0,14,2,0,0.0,0,0.0,3,2,structured,17.549276006452153
3,8.0,1,8.0,12.91,3,29,0,0.0,2,1.69,1,3,structured,11.6
1,2.0,2,11.0,3.19,11,1,0,0.0,5,15.24,0,1,structured,28.2
2,13.0,1,12.0,3.59,10,15,0,0.0,4,6.76,2,4,structured,36.3
2,3.0,0,2.0,4.52,2,1,0,0.0,2,1.26,0,5,structured,3.5
2,5.0,2,2.0,23.22,13,2,0,0.0,2,3.45,4,9,structured,7.9
2,8.0,1,13.0,3.44,9,9,0,0.0,4,11.0,0,4,structured,27.4
1,3.0,0,8.0,28.33,13,4,0,0.0,0,0.0,4,2,structured,5.3
2,5.0,1,6.0,23.26,8,19,0,0.0,3,2.23,4,0,structured,12.7
1,3.0,2,10.0,1.0,7,3,0,0.0,3,5.38,4,9,structured,8.5
1,3.0,0,1.0,20.95,11,0,0,0.0,4,9.99,1,0,structured,12.9
3,8.0,2,2.0,4.1,12,6,0,0.0,5,9.35,2,0,structured,17.4
1,2.0,0,2.0,17.54,12,7,0,0.0,2,2.07,1,6,structured,42.64899279850446
2,3.0,1,9.0,15.89,8,12,0,0.0,5,15.61,4,6,chaotic,26.8
1,3.0,3,1.0,21.19,9,5,0,0.0,3,2.44,1,3,structured,10.4
2,3.0,2,0.0,13.88,15,3,1,16.0,2,1.4,2,5,structured,23.7
2,3.0,2,10.0,6.29,14,1,1,25.0,3,6.08,4,0,structured,31.5
1,8.0,1,11.0,20.51,7,9,0,0.0,0,0.0,0,6,chaotic,52.7
1,1.0,1,4.0,23.87,10,53,0,0.0,1,1.87,0,4,structured,5.1
1,2.0,1,11.0,18.01,4,10,0,0.0,1,1.72,1,9,structured,6.0
3,5.0,1,1.0,29.62,6,0,0,0.0,1,1.22,4,1,structured,9.386767112219237
2,2.0,1,6.0,16.28,9,5,0,0.0,4,7.33,0,9,structured,9.9
1,1.0,1,5.0,21.4,7,1,0,0.0,4,10.43,2,1,structured,43.1
2,2.0,1,5.0,6.32,15,2,1,9.0,4,9.93,3,0,chaotic,19.1
1,1.0,1,13.0,16.29,14,7,0,0.0,1,1.45,2,7,structured,5.4
1,2.0,1,1.0,24.56,2,8,1,25.0,0,0.0,1,0,structured,28.9
1,5.0,1,8.0,3.16,5,7,1,28.0,3,7.7,1,0,structured,53.6
1,2.0,0,4.0,7.62,4,14,0,0.0,2,1.56,1,6,chaotic,4.1
